time;position_error
122031.37s;0.0294nm;
122082.80s;0.0273nm;
122134.23s;0.0269nm;
122185.66s;0.0279nm;
122237.08s;0.0312nm;
122288.51s;0.0377nm;
122339.94s;0.0471nm;
122391.37s;0.0586nm;
122442.80s;0.0707nm;
122494.23s;0.0822nm;
122545.66s;0.0920nm;
122597.08s;0.0994nm;
122648.51s;0.1035nm;
122699.94s;0.1040nm;
122751.37s;0.1008nm;
122802.80s;0.0940nm;
122854.23s;0.0841nm;
122905.66s;0.0717nm;
122957.08s;0.0578nm;
123008.51s;0.0437nm;
123059.94s;0.0311nm;
123111.37s;0.0229nm;
123162.80s;0.0218nm;
123214.23s;0.0253nm;
123265.66s;0.0288nm;
123317.08s;0.0301nm;
123368.51s;0.0285nm;
123419.94s;0.0248nm;
123471.37s;0.0207nm;
123522.80s;0.0207nm;
123574.23s;0.0271nm;
123625.66s;0.0374nm;
123677.08s;0.0485nm;
123728.51s;0.0588nm;
123779.94s;0.0669nm;
123831.37s;0.0721nm;
123882.80s;0.0738nm;
123934.23s;0.0719nm;
123985.66s;0.0663nm;
124037.08s;0.0575nm;
124088.51s;0.0461nm;
124139.94s;0.0333nm;
124191.37s;0.0214nm;
124242.80s;0.0171nm;
124294.23s;0.0243nm;
124345.66s;0.0349nm;
124397.08s;0.0443nm;
124448.51s;0.0510nm;
124499.94s;0.0541nm;
124551.37s;0.0534nm;
124602.80s;0.0490nm;
124654.23s;0.0416nm;
124705.66s;0.0318nm;
124757.08s;0.0215nm;
124808.51s;0.0147nm;
124859.94s;0.0177nm;
124911.37s;0.0262nm;
124962.80s;0.0345nm;
125014.23s;0.0405nm;
125065.66s;0.0434nm;
125117.08s;0.0427nm;
125168.51s;0.0383nm;
125219.94s;0.0308nm;
125271.37s;0.0210nm;
125322.80s;0.0127nm;
125374.23s;0.0170nm;
125425.66s;0.0301nm;
125477.08s;0.0445nm;
125528.51s;0.0579nm;
125579.94s;0.0691nm;
125631.37s;0.0773nm;
125682.80s;0.0818nm;
125734.23s;0.0825nm;
125785.66s;0.0792nm;
125837.08s;0.0725nm;
125888.51s;0.0628nm;
125939.94s;0.0510nm;
125991.37s;0.0382nm;
126042.80s;0.0256nm;
126094.23s;0.0148nm;
126145.66s;0.0090nm;
126197.08s;0.0107nm;
126248.51s;0.0135nm;
126299.94s;0.0138nm;
126351.37s;0.0113nm;
126402.80s;0.0079nm;
126454.23s;0.0119nm;
126505.66s;0.0233nm;
126557.08s;0.0375nm;
126608.51s;0.0529nm;
126659.94s;0.0683nm;
126711.37s;0.0827nm;
126762.80s;0.0950nm;
126814.23s;0.1044nm;
126865.66s;0.1102nm;
126917.08s;0.1122nm;
126968.51s;0.1103nm;
127019.94s;0.1046nm;
127071.37s;0.0957nm;
127122.80s;0.0844nm;
127174.23s;0.0717nm;
127225.66s;0.0584nm;
127277.08s;0.0458nm;
127328.51s;0.0348nm;
127379.94s;0.0263nm;
127431.37s;0.0208nm;
127482.80s;0.0190nm;
127534.23s;0.0209nm;
127585.66s;0.0265nm;
127637.08s;0.0356nm;
127688.51s;0.0477nm;
127739.94s;0.0618nm;
127791.37s;0.0773nm;
127842.80s;0.0930nm;
127894.23s;0.1079nm;
127945.66s;0.1210nm;
127997.08s;0.1315nm;
128048.51s;0.1386nm;
128099.94s;0.1419nm;
128151.37s;0.1413nm;
128202.80s;0.1368nm;
128254.23s;0.1289nm;
128261.49s;0.1289nm;
128312.92s;0.1310nm;
128364.35s;0.1345nm;
128415.78s;0.1395nm;
128467.21s;0.1452nm;
128518.64s;0.1510nm;
128570.07s;0.1560nm;
128621.49s;0.1593nm;
128672.92s;0.1604nm;
128724.35s;0.1590nm;
128775.78s;0.1551nm;
128827.21s;0.1491nm;
128878.64s;0.1416nm;
128930.07s;0.1335nm;
128981.49s;0.1259nm;
129032.92s;0.1195nm;
129084.35s;0.1151nm;
129135.78s;0.1127nm;
129187.21s;0.1118nm;
129238.64s;0.1116nm;
129290.07s;0.1113nm;
129341.49s;0.1105nm;
129392.92s;0.1093nm;
129444.35s;0.1079nm;
129495.78s;0.1072nm;
129547.21s;0.1076nm;
129598.64s;0.1097nm;
129650.07s;0.1133nm;
129701.49s;0.1178nm;
129752.92s;0.1221nm;
129804.35s;0.1255nm;
129855.78s;0.1271nm;
129907.21s;0.1265nm;
129958.64s;0.1236nm;
130010.07s;0.1187nm;
130061.49s;0.1126nm;
130112.92s;0.1061nm;
130164.35s;0.1004nm;
130215.78s;0.0966nm;
130267.21s;0.0954nm;
130318.64s;0.0963nm;
130370.07s;0.0986nm;
130421.49s;0.1010nm;
130472.92s;0.1025nm;
130524.35s;0.1025nm;
130575.78s;0.1007nm;
130627.21s;0.0974nm;
130678.64s;0.0934nm;
130730.07s;0.0898nm;
130781.49s;0.0875nm;
130832.92s;0.0870nm;
130884.35s;0.0884nm;
130935.78s;0.0909nm;
130987.21s;0.0934nm;
131038.64s;0.0950nm;
131090.07s;0.0949nm;
131141.49s;0.0930nm;
131192.92s;0.0895nm;
131244.35s;0.0851nm;
131295.78s;0.0810nm;
131347.21s;0.0787nm;
131398.64s;0.0791nm;
131450.07s;0.0826nm;
131501.49s;0.0883nm;
131552.92s;0.0947nm;
131604.35s;0.1005nm;
131655.78s;0.1045nm;
131707.21s;0.1059nm;
131758.64s;0.1045nm;
131810.07s;0.1004nm;
131861.49s;0.0941nm;
131912.92s;0.0867nm;
131964.35s;0.0792nm;
132015.78s;0.0729nm;
132067.21s;0.0687nm;
132118.64s;0.0668nm;
132170.07s;0.0665nm;
132221.49s;0.0667nm;
132272.92s;0.0665nm;
132324.35s;0.0654nm;
132375.78s;0.0636nm;
132427.21s;0.0620nm;
132478.64s;0.0620nm;
132530.07s;0.0648nm;
132581.49s;0.0712nm;
132632.92s;0.0803nm;
132684.35s;0.0907nm;
132735.78s;0.1011nm;
132787.21s;0.1099nm;
132838.64s;0.1163nm;
132890.07s;0.1196nm;
132941.49s;0.1193nm;
132992.92s;0.1156nm;
133044.35s;0.1088nm;
133095.78s;0.0996nm;
133147.21s;0.0890nm;
133198.64s;0.0781nm;
133250.07s;0.0680nm;
133301.49s;0.0597nm;
133352.92s;0.0538nm;
133404.35s;0.0501nm;
133455.78s;0.0481nm;
133507.21s;0.0474nm;
133558.64s;0.0478nm;
133610.07s;0.0503nm;
133661.49s;0.0558nm;
133712.92s;0.0645nm;
133764.35s;0.0760nm;
133815.78s;0.0892nm;
133867.21s;0.1029nm;
133918.64s;0.1159nm;
133970.07s;0.1270nm;
134021.49s;0.1353nm;
134072.92s;0.1402nm;
134124.35s;0.1414nm;
134175.78s;0.1388nm;
134227.21s;0.1326nm;
134278.64s;0.1235nm;
134330.07s;0.1122nm;
134381.49s;0.0996nm;
134432.92s;0.0869nm;
134484.35s;0.0751nm;
134535.78s;0.0650nm;
134587.21s;0.0574nm;
134638.64s;0.0527nm;
134690.07s;0.0512nm;
134741.49s;0.0529nm;
134792.92s;0.0581nm;
134844.35s;0.0666nm;
134895.78s;0.0780nm;
134947.21s;0.0917nm;
134998.64s;0.1066nm;
135050.07s;0.1219nm;
135101.49s;0.1363nm;
135152.92s;0.1488nm;
135204.35s;0.1587nm;
135255.78s;0.1652nm;
135307.21s;0.1678nm;
135358.64s;0.1665nm;
135410.07s;0.1615nm;
135461.49s;0.1531nm;
135512.92s;0.1422nm;
135564.35s;0.1296nm;
135615.78s;0.1164nm;
135667.21s;0.1035nm;
135718.64s;0.0921nm;
135770.07s;0.0829nm;
135821.49s;0.0768nm;
135872.92s;0.0742nm;
135924.35s;0.0753nm;
135975.78s;0.0802nm;
136027.21s;0.0887nm;
136078.64s;0.1001nm;
136130.07s;0.1140nm;
136181.49s;0.1292nm;
136232.92s;0.1449nm;
136284.35s;0.1601nm;
136335.78s;0.1736nm;
136387.21s;0.1847nm;
136420.25s;0.1885nm;
