time;position;tas;heading_angle;climb_angle;
64422.14s;38°23'57.141353"N 28°2'48.687118"W 30000.00ft;396.3km/h;-71.27°;0.00°;
64512.14s;38°25'39.548810"N 28°9'15.696170"W 30000.00ft;396.0km/h;-71.34°;0.00°;
64602.14s;38°27'21.744136"N 28°15'43.548196"W 30000.00ft;396.6km/h;-71.41°;0.00°;
64692.14s;38°29'3.917870"N 28°22'12.978412"W 30000.00ft;397.9km/h;-71.47°;0.00°;
64782.14s;38°30'46.185282"N 28°28'44.446557"W 30000.00ft;399.6km/h;-71.54°;0.00°;
64872.14s;38°32'28.561687"N 28°35'18.036046"W 30000.00ft;401.5km/h;-71.61°;0.00°;
64962.14s;38°34'10.959666"N 28°41'53.435070"W 30000.00ft;403.0km/h;-71.68°;0.00°;
65052.14s;38°35'53.208661"N 28°48'30.003868"W 30000.00ft;403.9km/h;-71.75°;0.00°;
65142.14s;38°37'35.092513"N 28°55'6.913654"W 30000.00ft;403.9km/h;-71.81°;0.00°;
65232.14s;38°39'16.396639"N 29°1'43.327008"W 30000.00ft;403.1km/h;-71.88°;0.00°;
65322.14s;38°40'56.954516"N 29°8'18.580448"W 30000.00ft;401.6km/h;-71.95°;0.00°;
65412.14s;38°42'36.683363"N 29°14'52.329339"W 30000.00ft;399.7km/h;-72.02°;0.00°;
65502.14s;38°44'15.601366"N 29°21'24.623474"W 30000.00ft;398.0km/h;-72.09°;0.00°;
65592.14s;38°45'53.822845"N 29°27'55.896689"W 30000.00ft;396.6km/h;-72.16°;0.00°;
65682.14s;38°47'31.532571"N 29°34'26.872670"W 30000.00ft;396.0km/h;-72.23°;0.00°;
65772.14s;38°49'8.944973"N 29°40'58.407367"W 30000.00ft;396.3km/h;-72.29°;0.00°;
65862.14s;38°50'46.257182"N 29°47'31.302319"W 30000.00ft;397.4km/h;-72.36°;0.00°;
65952.14s;38°52'23.606170"N 29°54'6.129578"W 30000.00ft;399.0km/h;-72.43°;0.00°;
66042.14s;38°54'1.039277"N 30°0'43.106432"W 30000.00ft;400.9km/h;-72.50°;0.00°;
66132.14s;38°55'38.504443"N 30°7'22.047333"W 30000.00ft;402.6km/h;-72.57°;0.00°;
66222.14s;38°57'15.862143"N 30°14'2.403617"W 30000.00ft;403.7km/h;-72.64°;0.00°;
66312.14s;38°58'52.916250"N 30°20'43.382504"W 30000.00ft;404.0km/h;-72.71°;0.00°;
66402.14s;39°0'29.456970"N 30°27'24.119527"W 30000.00ft;403.4km/h;-72.78°;0.00°;
66492.14s;39°2'5.306396"N 30°34'3.866884"W 30000.00ft;402.1km/h;-72.85°;0.00°;
66582.14s;39°3'40.356769"N 30°40'42.156627"W 30000.00ft;400.4km/h;-72.92°;0.00°;
66672.14s;39°5'14.593183"N 30°47'18.903041"W 30000.00ft;398.5km/h;-72.99°;0.00°;
66762.14s;39°6'48.095954"N 30°53'54.421772"W 30000.00ft;397.0km/h;-73.06°;0.00°;
66852.14s;39°8'21.022284"N 31°0'29.361410"W 30000.00ft;396.1km/h;-73.13°;0.00°;
66942.14s;39°9'53.571374"N 31°7'4.562315"W 30000.00ft;396.1km/h;-73.20°;0.00°;
67032.14s;39°11'25.940686"N 31°13'40.873408"W 30000.00ft;396.9km/h;-73.27°;0.00°;
67122.14s;39°12'58.282913"N 31°20'18.966829"W 30000.00ft;398.4km/h;-73.34°;0.00°;
67212.14s;39°14'30.673002"N 31°26'59.190904"W 30000.00ft;400.3km/h;-73.41°;0.00°;
67302.14s;39°16'3.092357"N 31°33'41.493530"W 30000.00ft;402.0km/h;-73.48°;0.00°;
67392.14s;39°17'35.433495"N 31°40'25.432799"W 30000.00ft;403.4km/h;-73.55°;0.00°;
67482.14s;39°19'7.524015"N 31°47'10.272667"W 30000.00ft;404.0km/h;-73.62°;0.00°;
67572.14s;39°20'39.164469"N 31°53'55.142921"W 30000.00ft;403.7km/h;-73.69°;0.00°;
67662.14s;39°22'10.171792"N 32°0'39.228672"W 30000.00ft;402.6km/h;-73.76°;0.00°;
67752.14s;39°23'40.418793"N 32°7'21.948053"W 30000.00ft;401.0km/h;-73.83°;0.00°;
67842.14s;39°25'9.861160"N 32°14'3.079345"W 30000.00ft;399.1km/h;-73.90°;0.00°;
67932.14s;39°26'38.546240"N 32°20'42.809709"W 30000.00ft;397.4km/h;-73.97°;0.00°;
68022.14s;39°28'6.601840"N 32°27'21.694764"W 30000.00ft;396.3km/h;-74.04°;0.00°;
68112.14s;39°29'34.207658"N 32°34'0.537716"W 30000.00ft;396.0km/h;-74.11°;0.00°;
68202.14s;39°31'1.555689"N 32°40'40.214303"W 30000.00ft;396.6km/h;-74.19°;0.00°;
68292.14s;39°32'28.808278"N 32°47'21.481673"W 30000.00ft;397.9km/h;-74.26°;0.00°;
68382.14s;39°33'56.062964"N 32°54'4.812878"W 30000.00ft;399.6km/h;-74.33°;0.00°;
68472.14s;39°35'23.331710"N 33°0'50.293113"W 30000.00ft;401.5km/h;-74.40°;0.00°;
68562.14s;39°36'50.538913"N 33°7'37.600414"W 30000.00ft;403.0km/h;-74.47°;0.00°;
68652.14s;39°38'17.538486"N 33°14'26.075136"W 30000.00ft;403.9km/h;-74.54°;0.00°;
68742.14s;39°39'44.146102"N 33°21'14.863200"W 30000.00ft;403.9km/h;-74.61°;0.00°;
68832.14s;39°41'10.179461"N 33°28'3.101946"W 30000.00ft;403.1km/h;-74.69°;0.00°;
68922.14s;39°42'35.497731"N 33°34'50.108144"W 30000.00ft;401.6km/h;-74.76°;0.00°;
69012.14s;39°44'0.031608"N 33°41'35.527114"W 30000.00ft;399.7km/h;-74.83°;0.00°;
69102.14s;39°45'23.797572"N 33°48'19.410378"W 30000.00ft;398.0km/h;-74.90°;0.00°;
69192.14s;39°46'46.893380"N 33°55'2.204788"W 30000.00ft;396.6km/h;-74.98°;0.00°;
69282.14s;39°48'9.475975"N 34°1'44.655377"W 30000.00ft;396.0km/h;-75.05°;0.00°;
69372.14s;39°49'31.726736"N 34°8'27.643030"W 30000.00ft;396.3km/h;-75.12°;0.00°;
69462.14s;39°50'53.811741"N 34°15'11.992306"W 30000.00ft;397.4km/h;-75.19°;0.00°;
69552.14s;39°52'15.845704"N 34°21'58.291294"W 30000.00ft;399.0km/h;-75.26°;0.00°;
69642.14s;39°53'37.867401"N 34°28'46.762822"W 30000.00ft;400.9km/h;-75.34°;0.00°;
69732.14s;39°54'59.831834"N 34°35'37.215177"W 30000.00ft;402.6km/h;-75.41°;0.00°;
69822.14s;39°56'21.620678"N 34°42'29.083164"W 30000.00ft;403.7km/h;-75.48°;0.00°;
69912.14s;39°57'43.068583"N 34°49'21.550699"W 30000.00ft;404.0km/h;-75.56°;0.00°;
70002.14s;39°59'3.999424"N 34°56'13.728294"W 30000.00ft;403.4km/h;-75.63°;0.00°;
70092.14s;40°0'24.264534"N 35°3'4.846794"W 30000.00ft;402.1km/h;-75.70°;0.00°;
70182.14s;40°1'43.774569"N 35°9'54.425131"W 30000.00ft;400.4km/h;-75.78°;0.00°;
70272.14s;40°3'2.518176"N 35°16'42.375452"W 30000.00ft;398.5km/h;-75.85°;0.00°;
70362.14s;40°4'20.563548"N 35°23'29.022589"W 30000.00ft;397.0km/h;-75.92°;0.00°;
70452.14s;40°5'38.042702"N 35°30'15.033508"W 30000.00ft;396.1km/h;-76.00°;0.00°;
70542.14s;40°6'55.122071"N 35°37'1.272037"W 30000.00ft;396.1km/h;-76.07°;0.00°;
70632.14s;40°8'11.965905"N 35°43'48.610449"W 30000.00ft;396.9km/h;-76.14°;0.00°;
70722.14s;40°9'28.700507"N 35°50'37.738986"W 30000.00ft;398.4km/h;-76.21°;0.00°;
70812.14s;40°10'45.387060"N 35°57'29.014855"W 30000.00ft;400.3km/h;-76.29°;0.00°;
70902.14s;40°12'2.008878"N 36°4'22.383673"W 30000.00ft;402.0km/h;-76.36°;0.00°;
70992.14s;40°13'18.475717"N 36°11'17.390598"W 30000.00ft;403.4km/h;-76.44°;0.00°;
71082.14s;40°14'34.644032"N 36°18'13.278816"W 30000.00ft;404.0km/h;-76.51°;0.00°;
71172.14s;40°15'50.348604"N 36°25'9.154022"W 30000.00ft;403.7km/h;-76.58°;0.00°;
71262.14s;40°17'5.438529"N 36°32'4.179105"W 30000.00ft;402.6km/h;-76.66°;0.00°;
71352.14s;40°18'19.809688"N 36°38'57.756617"W 30000.00ft;401.0km/h;-76.73°;0.00°;
71442.14s;40°19'33.426709"N 36°45'49.659175"W 30000.00ft;399.1km/h;-76.81°;0.00°;
71532.14s;40°20'46.329759"N 36°52'40.079298"W 30000.00ft;397.4km/h;-76.88°;0.00°;
71622.14s;40°21'58.624886"N 36°59'29.587689"W 30000.00ft;396.3km/h;-76.96°;0.00°;
71712.14s;40°23'10.460178"N 37°6'19.008953"W 30000.00ft;396.0km/h;-77.03°;0.00°;
71802.14s;40°24'21.993049"N 37°13'9.241791"W 30000.00ft;396.6km/h;-77.10°;0.00°;
71892.14s;40°25'33.355861"N 37°20'1.062806"W 30000.00ft;397.9km/h;-77.18°;0.00°;
71982.14s;40°26'44.627337"N 37°26'54.956735"W 30000.00ft;399.6km/h;-77.25°;0.00°;
72072.14s;40°27'55.815947"N 37°33'51.010132"W 30000.00ft;401.5km/h;-77.33°;0.00°;
72162.14s;40°29'6.858746"N 37°40'48.891790"W 30000.00ft;403.0km/h;-77.40°;0.00°;
72252.14s;40°30'17.635749"N 37°47'47.924243"W 30000.00ft;403.9km/h;-77.48°;0.00°;
72342.14s;40°31'27.996535"N 37°54'47.230889"W 30000.00ft;403.9km/h;-77.55°;0.00°;
72432.14s;40°32'37.793153"N 38°1'45.926725"W 30000.00ft;403.1km/h;-77.63°;0.00°;
72522.14s;40°33'46.912075"N 38°8'43.311146"W 30000.00ft;401.6km/h;-77.70°;0.00°;
72612.14s;40°34'55.298298"N 38°15'39.020748"W 30000.00ft;399.7km/h;-77.78°;0.00°;
72702.14s;40°36'2.966453"N 38°22'33.108749"W 30000.00ft;398.0km/h;-77.86°;0.00°;
72792.14s;40°37'9.996674"N 38°29'26.033605"W 30000.00ft;396.6km/h;-77.93°;0.00°;
72882.14s;40°38'16.516330"N 38°36'18.559204"W 30000.00ft;396.0km/h;-78.00°;0.00°;
72972.14s;40°39'22.671718"N 38°43'11.588325"W 30000.00ft;396.3km/h;-78.08°;0.00°;
73062.14s;40°40'28.595992"N 38°50'5.965609"W 30000.00ft;397.4km/h;-78.15°;0.00°;
73152.14s;40°41'34.380304"N 38°57'2.293011"W 30000.00ft;399.0km/h;-78.23°;0.00°;
73242.14s;40°42'40.054426"N 39°4'0.797981"W 30000.00ft;400.9km/h;-78.31°;0.00°;
73332.14s;40°43'45.580928"N 39°11'1.283189"W 30000.00ft;402.6km/h;-78.38°;0.00°;
73422.14s;40°44'50.864042"N 39°18'3.168839"W 30000.00ft;403.7km/h;-78.46°;0.00°;
73512.14s;40°45'55.771096"N 39°25'5.618450"W 30000.00ft;404.0km/h;-78.53°;0.00°;
73602.14s;40°47'0.161678"N 39°32'7.720764"W 30000.00ft;403.4km/h;-78.61°;0.00°;
73692.14s;40°48'3.918097"N 39°39'8.688176"W 30000.00ft;402.1km/h;-78.69°;0.00°;
73782.14s;40°49'6.970492"N 39°46'8.028400"W 30000.00ft;400.4km/h;-78.76°;0.00°;
73872.14s;40°50'9.311236"N 39°53'5.651918"W 30000.00ft;398.5km/h;-78.84°;0.00°;
73962.14s;40°51'10.995652"N 40°0'1.891658"W 30000.00ft;397.0km/h;-78.92°;0.00°;
74052.14s;40°52'12.129081"N 40°6'57.430554"W 30000.00ft;396.1km/h;-78.99°;0.00°;
74142.14s;40°53'12.843279"N 40°13'53.152657"W 30000.00ft;396.1km/h;-79.07°;0.00°;
74232.14s;40°54'13.267393"N 40°20'49.950243"W 30000.00ft;396.9km/h;-79.14°;0.00°;
74322.14s;40°55'13.499876"N 40°27'48.528925"W 30000.00ft;398.4km/h;-79.22°;0.00°;
74412.14s;40°56'13.587433"N 40°34'49.253291"W 30000.00ft;400.3km/h;-79.30°;0.00°;
74502.14s;40°57'13.515483"N 40°41'52.066767"W 30000.00ft;402.0km/h;-79.37°;0.00°;
74592.14s;40°58'13.212075"N 40°48'56.503250"W 30000.00ft;403.4km/h;-79.45°;0.00°;
74682.14s;40°59'12.564210"N 40°56'1.788077"W 30000.00ft;404.0km/h;-79.53°;0.00°;
74772.14s;41°0'11.442857"N 41°3'7.006393"W 30000.00ft;403.7km/h;-79.60°;0.00°;
74862.14s;41°1'9.731070"N 41°10'11.302273"W 30000.00ft;402.6km/h;-79.68°;0.00°;
74952.14s;41°2'7.349065"N 41°17'14.065199"W 30000.00ft;401.0km/h;-79.76°;0.00°;
75042.14s;41°3'4.270864"N 41°24'15.063186"W 30000.00ft;399.1km/h;-79.84°;0.00°;
75132.14s;41°4'0.529020"N 41°31'14.493477"W 30000.00ft;397.4km/h;-79.91°;0.00°;
75222.14s;41°4'56.206604"N 41°38'12.939640"W 30000.00ft;396.3km/h;-79.99°;0.00°;
75312.14s;41°5'51.418362"N 41°45'11.244362"W 30000.00ft;396.0km/h;-80.07°;0.00°;
75402.14s;41°6'46.285284"N 41°52'10.325593"W 30000.00ft;396.6km/h;-80.14°;0.00°;
75492.14s;41°7'40.908179"N 41°59'10.976116"W 30000.00ft;397.9km/h;-80.22°;0.00°;
75582.14s;41°8'35.346024"N 42°6'13.690227"W 30000.00ft;399.6km/h;-80.30°;0.00°;
75672.14s;41°9'29.603696"N 42°13'18.555364"W 30000.00ft;401.5km/h;-80.37°;0.00°;
75762.14s;41°10'23.631659"N 42°20'25.232368"W 30000.00ft;403.0km/h;-80.45°;0.00°;
75852.14s;41°11'17.337474"N 42°27'33.028762"W 30000.00ft;403.9km/h;-80.53°;0.00°;
75942.14s;41°12'10.606447"N 42°34'41.049158"W 30000.00ft;403.9km/h;-80.61°;0.00°;
76032.14s;41°13'3.326769"N 42°41'48.390062"W 30000.00ft;403.1km/h;-80.69°;0.00°;
76122.14s;41°13'55.413618"N 42°48'54.336626"W 30000.00ft;401.6km/h;-80.77°;0.00°;
76212.14s;41°14'46.826990"N 42°55'58.518445"W 30000.00ft;399.7km/h;-80.84°;0.00°;
76302.14s;41°15'37.579523"N 43°3'0.990350"W 30000.00ft;398.0km/h;-80.92°;0.00°;
76392.14s;41°16'27.732798"N 43°10'2.220521"W 30000.00ft;396.6km/h;-81.00°;0.00°;
76482.14s;41°17'17.383097"N 43°17'2.988422"W 30000.00ft;396.0km/h;-81.08°;0.00°;
76572.14s;41°18'6.639886"N 43°24'4.214751"W 30000.00ft;396.3km/h;-81.15°;0.00°;
76662.14s;41°18'55.601787"N 43°31'6.760443"W 30000.00ft;397.4km/h;-81.23°;0.00°;
76752.14s;41°19'44.335294"N 43°38'11.238549"W 30000.00ft;399.0km/h;-81.31°;0.00°;
76842.14s;41°20'32.860812"N 43°45'17.880014"W 30000.00ft;400.9km/h;-81.39°;0.00°;
76932.14s;41°21'21.148938"N 43°52'26.482686"W 30000.00ft;402.6km/h;-81.46°;0.00°;
77022.14s;41°22'9.127639"N 43°59'36.454734"W 30000.00ft;403.7km/h;-81.54°;0.00°;
77112.14s;41°22'56.698555"N 44°6'46.943079"W 30000.00ft;404.0km/h;-81.62°;0.00°;
77202.14s;41°23'43.758726"N 44°13'57.018920"W 30000.00ft;403.4km/h;-81.70°;0.00°;
77292.14s;41°24'30.222909"N 44°21'5.879926"W 30000.00ft;402.1km/h;-81.78°;0.00°;
77382.14s;41°25'16.041616"N 44°28'13.025016"W 30000.00ft;400.4km/h;-81.86°;0.00°;
77472.14s;41°26'1.211075"N 44°35'18.363574"W 30000.00ft;398.5km/h;-81.94°;0.00°;
77562.14s;41°26'45.773090"N 44°42'22.235217"W 30000.00ft;397.0km/h;-82.02°;0.00°;
77652.14s;41°27'29.805055"N 44°49'25.335735"W 30000.00ft;396.1km/h;-82.09°;0.00°;
77742.14s;41°28'13.402446"N 44°56'28.565291"W 30000.00ft;396.1km/h;-82.17°;0.00°;
77832.14s;41°28'56.657722"N 45°3'32.831928"W 30000.00ft;396.9km/h;-82.25°;0.00°;
77922.14s;41°29'39.640277"N 45°10'38.853218"W 30000.00ft;398.4km/h;-82.33°;0.00°;
78012.14s;41°30'22.381760"N 45°17'46.999304"W 30000.00ft;400.3km/h;-82.41°;0.00°;
78102.14s;41°31'4.869884"N 45°24'57.211603"W 30000.00ft;402.0km/h;-82.49°;0.00°;
78192.14s;41°31'47.051890"N 45°32'9.014932"W 30000.00ft;403.4km/h;-82.57°;0.00°;
78282.14s;41°32'28.846746"N 45°39'21.620510"W 30000.00ft;404.0km/h;-82.65°;0.00°;
78372.14s;41°33'10.163234"N 45°46'34.097418"W 30000.00ft;403.7km/h;-82.73°;0.00°;
78462.14s;41°33'50.919851"N 45°53'45.575188"W 30000.00ft;402.6km/h;-82.81°;0.00°;
78552.14s;41°34'31.062179"N 46°0'55.433359"W 30000.00ft;401.0km/h;-82.89°;0.00°;
78642.14s;41°35'10.573988"N 46°8'3.436646"W 30000.00ft;399.1km/h;-82.96°;0.00°;
78732.14s;41°35'49.479841"N 46°15'9.786185"W 30000.00ft;397.4km/h;-83.04°;0.00°;
78822.14s;41°36'27.838817"N 46°22'15.075634"W 30000.00ft;396.3km/h;-83.12°;0.00°;
78912.14s;41°37'5.730900"N 46°29'20.161627"W 30000.00ft;396.0km/h;-83.20°;0.00°;
79002.14s;41°37'43.239143"N 46°36'25.976790"W 30000.00ft;396.6km/h;-83.28°;0.00°;
79092.14s;41°38'20.431549"N 46°43'33.326064"W 30000.00ft;397.9km/h;-83.36°;0.00°;
79182.14s;41°38'57.346602"N 46°50'42.710749"W 30000.00ft;399.6km/h;-83.44°;0.00°;
79272.14s;41°39'33.985535"N 46°57'54.218645"W 30000.00ft;401.5km/h;-83.52°;0.00°;
79362.14s;41°40'10.312853"N 47°5'7.504309"W 30000.00ft;403.0km/h;-83.60°;0.00°;
79452.14s;41°40'46.264845"N 47°12'21.863763"W 30000.00ft;403.9km/h;-83.68°;0.00°;
79542.14s;41°41'21.764012"N 47°19'36.387451"W 30000.00ft;403.9km/h;-83.76°;0.00°;
79632.14s;41°41'56.736136"N 47°26'50.158115"W 30000.00ft;403.1km/h;-83.84°;0.00°;
79722.14s;41°42'31.126202"N 47°34'2.450486"W 30000.00ft;401.6km/h;-83.92°;0.00°;
79812.14s;41°43'4.909741"N 47°41'12.889227"W 30000.00ft;399.7km/h;-84.00°;0.00°;
79902.14s;41°43'38.097274"N 47°48'21.530652"W 30000.00ft;398.0km/h;-84.08°;0.00°;
79992.14s;41°44'10.731063"N 47°55'28.850352"W 30000.00ft;396.6km/h;-84.16°;0.00°;
80082.14s;41°44'42.875094"N 48°2'35.639370"W 30000.00ft;396.0km/h;-84.24°;0.00°;
80172.14s;41°45'14.600616"N 48°9'42.831524"W 30000.00ft;396.3km/h;-84.32°;0.00°;
80262.14s;41°45'45.970466"N 48°16'51.299492"W 30000.00ft;397.4km/h;-84.39°;0.00°;
80352.14s;41°46'17.025632"N 48°24'1.664130"W 30000.00ft;399.0km/h;-84.47°;0.00°;
80442.14s;41°46'47.776895"N 48°31'14.158592"W 30000.00ft;400.9km/h;-84.55°;0.00°;
80532.14s;41°47'18.203266"N 48°38'28.576932"W 30000.00ft;402.6km/h;-84.63°;0.00°;
80622.14s;41°47'48.257380"N 48°45'44.318424"W 30000.00ft;403.7km/h;-84.71°;0.00°;
80712.14s;41°48'17.876475"N 48°53'0.517995"W 30000.00ft;404.0km/h;-84.80°;0.00°;
80802.14s;41°48'46.996391"N 49°0'16.234373"W 30000.00ft;403.4km/h;-84.88°;0.00°;
80892.14s;41°49'15.565458"N 49°7'30.654959"W 30000.00ft;402.1km/h;-84.96°;0.00°;
80982.14s;41°49'43.555229"N 49°14'43.272737"W 30000.00ft;400.4km/h;-85.04°;0.00°;
81072.14s;41°50'10.965861"N 49°21'53.996641"W 30000.00ft;398.5km/h;-85.12°;0.00°;
81162.14s;41°50'37.825121"N 49°29'3.171261"W 30000.00ft;397.0km/h;-85.20°;0.00°;
81252.14s;41°51'4.181471"N 49°36'11.501543"W 30000.00ft;396.1km/h;-85.28°;0.00°;
81342.14s;41°51'30.092878"N 49°43'19.898879"W 30000.00ft;396.1km/h;-85.36°;0.00°;
81432.14s;41°51'55.613922"N 49°50'29.282093"W 30000.00ft;396.9km/h;-85.44°;0.00°;
81522.14s;41°52'20.784039"N 49°57'40.376731"W 30000.00ft;398.4km/h;-85.52°;0.00°;
81612.14s;41°52'45.619416"N 50°4'53.556401"W 30000.00ft;400.3km/h;-85.60°;0.00°;
81702.14s;41°53'10.110222"N 50°12'8.760794"W 30000.00ft;402.0km/h;-85.68°;0.00°;
81792.14s;41°53'34.223591"N 50°19'25.508278"W 30000.00ft;403.4km/h;-85.76°;0.00°;
81882.14s;41°53'57.911532"N 50°26'43.000384"W 30000.00ft;404.0km/h;-85.84°;0.00°;
81972.14s;41°54'21.121852"N 50°34'0.295410"W 30000.00ft;403.7km/h;-85.92°;0.00°;
82062.14s;41°54'43.809584"N 50°41'16.513346"W 30000.00ft;402.6km/h;-86.00°;0.00°;
82152.14s;41°55'5.946409"N 50°48'31.027429"W 30000.00ft;401.0km/h;-86.08°;0.00°;
82242.14s;41°55'27.526086"N 50°55'43.600550"W 30000.00ft;399.1km/h;-86.16°;0.00°;
82332.14s;41°55'48.564887"N 51°2'54.436746"W 30000.00ft;397.4km/h;-86.24°;0.00°;
82422.14s;41°56'9.097135"N 51°10'4.136502"W 30000.00ft;396.3km/h;-86.32°;0.00°;
82512.14s;41°56'29.167011"N 51°17'13.565597"W 30000.00ft;396.0km/h;-86.40°;0.00°;
82602.14s;41°56'48.818544"N 51°24'23.666037"W 30000.00ft;396.6km/h;-86.48°;0.00°;
82692.14s;41°57'8.086035"N 51°31'35.250315"W 30000.00ft;397.9km/h;-86.56°;0.00°;
82782.14s;41°57'26.986974"N 51°38'48.823828"W 30000.00ft;399.6km/h;-86.65°;0.00°;
82872.14s;41°57'45.518934"N 51°46'4.474212"W 30000.00ft;401.5km/h;-86.73°;0.00°;
82962.14s;41°58'3.660941"N 51°53'21.851720"W 30000.00ft;403.0km/h;-86.81°;0.00°;
83052.14s;41°58'21.378869"N 52°0'40.244971"W 30000.00ft;403.9km/h;-86.89°;0.00°;
83142.14s;41°58'38.633459"N 52°7'58.735573"W 30000.00ft;403.9km/h;-86.97°;0.00°;
83232.14s;41°58'55.389090"N 52°15'16.397941"W 30000.00ft;403.1km/h;-87.05°;0.00°;
83322.14s;41°59'11.621309"N 52°22'32.500742"W 30000.00ft;401.6km/h;-87.13°;0.00°;
83412.14s;41°59'27.321533"N 52°29'46.666047"W 30000.00ft;399.7km/h;-87.21°;0.00°;
83502.14s;41°59'42.498037"N 52°36'58.951463"W 30000.00ft;398.0km/h;-87.30°;0.00°;
83592.14s;41°59'57.173219"N 52°44'9.837323"W 30000.00ft;396.6km/h;-87.38°;0.00°;
83682.14s;42°0'11.377926"N 52°51'20.121689"W 30000.00ft;396.0km/h;-87.46°;0.00°;
83772.14s;42°0'25.144238"N 52°58'30.746042"W 30000.00ft;396.3km/h;-87.54°;0.00°;
83862.14s;42°0'38.498374"N 53°5'42.589670"W 30000.00ft;397.4km/h;-87.62°;0.00°;
83952.14s;42°0'51.455264"N 53°12'56.277553"W 30000.00ft;399.0km/h;-87.70°;0.00°;
84042.14s;42°1'4.015923"N 53°20'12.043662"W 30000.00ft;400.9km/h;-87.78°;0.00°;
84132.14s;42°1'16.168066"N 53°27'29.679482"W 30000.00ft;402.6km/h;-87.86°;0.00°;
84222.14s;42°1'27.889643"N 53°34'48.578996"W 30000.00ft;403.7km/h;-87.94°;0.00°;
84312.14s;42°1'39.154346"N 53°42'7.870360"W 30000.00ft;404.0km/h;-88.02°;0.00°;
84402.14s;42°1'49.937700"N 53°49'26.605557"W 30000.00ft;403.4km/h;-88.10°;0.00°;
84492.14s;42°2'0.222323"N 53°56'43.966710"W 30000.00ft;402.1km/h;-88.19°;0.00°;
84582.14s;42°2'10.001216"N 54°3'59.444052"W 30000.00ft;400.4km/h;-88.27°;0.00°;
84672.14s;42°2'19.278476"N 54°11'12.946757"W 30000.00ft;398.5km/h;-88.35°;0.00°;
84762.14s;42°2'28.067474"N 54°18'24.822430"W 30000.00ft;397.0km/h;-88.43°;0.00°;
84852.14s;42°2'36.387089"N 54°25'35.781016"W 30000.00ft;396.1km/h;-88.51°;0.00°;
84942.14s;42°2'44.256998"N 54°32'46.739685"W 30000.00ft;396.1km/h;-88.59°;0.00°;
85032.14s;42°2'51.693160"N 54°39'58.622513"W 30000.00ft;396.9km/h;-88.67°;0.00°;
85122.14s;42°2'58.704514"N 54°47'12.158628"W 30000.00ft;398.4km/h;-88.75°;0.00°;
85212.14s;42°3'5.291568"N 54°54'27.722839"W 30000.00ft;400.3km/h;-88.83°;0.00°;
85302.14s;42°3'11.447083"N 55°1'45.253489"W 30000.00ft;402.0km/h;-88.91°;0.00°;
85392.14s;42°3'17.158540"N 55°9'4.265473"W 30000.00ft;403.4km/h;-89.00°;0.00°;
85482.14s;42°3'22.411656"N 55°16'23.955568"W 30000.00ft;404.0km/h;-89.08°;0.00°;
85572.14s;42°3'27.193993"N 55°23'43.377147"W 30000.00ft;403.7km/h;-89.16°;0.00°;
85662.14s;42°3'31.497753"N 55°31'1.646169"W 30000.00ft;402.6km/h;-89.24°;0.00°;
85752.14s;42°3'35.321123"N 55°38'18.133545"W 30000.00ft;401.0km/h;-89.32°;0.00°;
85842.14s;42°3'38.667952"N 55°45'32.601936"W 30000.00ft;399.1km/h;-89.41°;0.00°;
85932.14s;42°3'41.546008"N 55°52'45.257141"W 30000.00ft;397.4km/h;-89.49°;0.00°;
86022.14s;42°3'43.964394"N 55°59'56.702873"W 30000.00ft;396.3km/h;-89.57°;0.00°;
86112.14s;42°3'45.930879"N 56°7'7.808779"W 30000.00ft;396.0km/h;-89.65°;0.00°;
86202.14s;42°3'47.449861"N 56°14'19.520473"W 30000.00ft;396.6km/h;-89.73°;0.00°;
86292.14s;42°3'48.521455"N 56°21'32.652992"W 30000.00ft;397.9km/h;-89.81°;0.00°;
86382.14s;42°3'49.141915"N 56°28'47.712726"W 30000.00ft;399.6km/h;-89.89°;0.00°;
86472.14s;42°3'49.305184"N 56°36'4.786625"W 30000.00ft;401.5km/h;-89.97°;0.00°;
86562.14s;42°3'49.005105"N 56°43'23.522855"W 30000.00ft;403.0km/h;-90.05°;0.00°;
86652.14s;42°3'48.237616"N 56°50'43.207122"W 30000.00ft;403.9km/h;-90.13°;0.00°;
86742.14s;42°3'47.002261"N 56°58'2.918015"W 30000.00ft;403.9km/h;-90.22°;0.00°;
86832.14s;42°3'45.302528"N 57°5'21.727502"W 30000.00ft;403.1km/h;-90.30°;0.00°;
86922.14s;42°3'43.144884"N 57°12'38.902877"W 30000.00ft;401.6km/h;-90.38°;0.00°;
87012.14s;42°3'40.536765"N 57°19'54.066106"W 30000.00ft;399.7km/h;-90.46°;0.00°;
87102.14s;42°3'37.484100"N 57°27'7.275849"W 30000.00ft;398.0km/h;-90.54°;0.00°;
87192.14s;42°3'33.989111"N 57°34'19.014267"W 30000.00ft;396.6km/h;-90.62°;0.00°;
87282.14s;42°3'30.049070"N 57°41'30.081510"W 30000.00ft;396.0km/h;-90.71°;0.00°;
87372.14s;42°3'25.656432"N 57°48'41.420873"W 30000.00ft;396.3km/h;-90.79°;0.00°;
87462.14s;42°3'20.800414"N 57°55'53.912766"W 30000.00ft;397.4km/h;-90.87°;0.00°;
87552.14s;42°3'15.469671"N 58°3'8.182400"W 30000.00ft;399.0km/h;-90.95°;0.00°;
