time;position_error
122134.23s;0.0531nm;
122185.66s;0.0487nm;
122237.08s;0.0407nm;
122288.51s;0.0298nm;
122339.94s;0.0167nm;
122391.37s;0.0024nm;
122442.80s;0.0120nm;
122494.23s;0.0256nm;
122545.66s;0.0373nm;
122597.08s;0.0463nm;
122648.51s;0.0520nm;
122699.94s;0.0540nm;
122751.37s;0.0521nm;
122802.80s;0.0464nm;
122854.23s;0.0373nm;
122905.66s;0.0256nm;
122957.08s;0.0120nm;
123008.51s;0.0024nm;
123059.94s;0.0167nm;
123111.37s;0.0297nm;
123162.80s;0.0407nm;
123214.23s;0.0486nm;
123265.66s;0.0531nm;
123317.08s;0.0538nm;
123368.51s;0.0506nm;
123419.94s;0.0437nm;
123471.37s;0.0337nm;
123522.80s;0.0212nm;
123574.23s;0.0073nm;
123625.66s;0.0072nm;
123677.08s;0.0212nm;
123728.51s;0.0337nm;
123779.94s;0.0437nm;
123831.37s;0.0505nm;
123882.80s;0.0538nm;
123934.23s;0.0531nm;
123985.66s;0.0487nm;
124037.08s;0.0407nm;
124088.51s;0.0298nm;
124139.94s;0.0167nm;
124191.37s;0.0024nm;
124242.80s;0.0120nm;
124294.23s;0.0256nm;
124345.66s;0.0373nm;
124397.08s;0.0463nm;
124448.51s;0.0520nm;
124499.94s;0.0540nm;
124551.37s;0.0521nm;
124602.80s;0.0464nm;
124654.23s;0.0373nm;
124705.66s;0.0256nm;
124757.08s;0.0120nm;
124808.51s;0.0024nm;
124859.94s;0.0167nm;
124911.37s;0.0297nm;
124962.80s;0.0407nm;
125014.23s;0.0486nm;
125065.66s;0.0531nm;
125117.08s;0.0538nm;
125168.51s;0.0506nm;
125219.94s;0.0437nm;
125271.37s;0.0337nm;
125322.80s;0.0212nm;
125374.23s;0.0073nm;
125425.66s;0.0072nm;
125477.08s;0.0212nm;
125528.51s;0.0337nm;
125579.94s;0.0437nm;
125631.37s;0.0505nm;
125682.80s;0.0538nm;
125734.23s;0.0531nm;
125785.66s;0.0487nm;
125837.08s;0.0407nm;
125888.51s;0.0298nm;
125939.94s;0.0167nm;
125991.37s;0.0024nm;
126042.80s;0.0120nm;
126094.23s;0.0256nm;
126145.66s;0.0373nm;
126197.08s;0.0463nm;
126248.51s;0.0520nm;
126299.94s;0.0540nm;
126351.37s;0.0521nm;
126402.80s;0.0464nm;
126454.23s;0.0373nm;
126505.66s;0.0256nm;
126557.08s;0.0120nm;
126608.51s;0.0024nm;
126659.94s;0.0167nm;
126711.37s;0.0297nm;
126762.80s;0.0407nm;
126814.23s;0.0486nm;
126865.66s;0.0531nm;
126917.08s;0.0538nm;
126968.51s;0.0506nm;
127019.94s;0.0437nm;
127071.37s;0.0337nm;
127122.80s;0.0212nm;
127174.23s;0.0073nm;
127225.66s;0.0072nm;
127277.08s;0.0212nm;
127328.51s;0.0337nm;
127379.94s;0.0437nm;
127431.37s;0.0505nm;
127482.80s;0.0538nm;
127534.23s;0.0531nm;
127585.66s;0.0487nm;
127637.08s;0.0407nm;
127688.51s;0.0298nm;
127739.94s;0.0167nm;
127791.37s;0.0024nm;
127842.80s;0.0120nm;
127894.23s;0.0256nm;
127945.66s;0.0373nm;
127997.08s;0.0463nm;
128048.51s;0.0520nm;
128099.94s;0.0540nm;
128151.37s;0.0521nm;
128202.80s;0.0464nm;
128254.23s;0.0373nm;
128261.49s;0.0051nm;
128312.92s;0.0238nm;
128364.35s;0.0100nm;
128415.78s;0.0045nm;
128467.21s;0.0186nm;
128518.64s;0.0314nm;
128570.07s;0.0420nm;
128621.49s;0.0495nm;
128672.92s;0.0535nm;
128724.35s;0.0536nm;
128775.78s;0.0498nm;
128827.21s;0.0425nm;
128878.64s;0.0320nm;
128930.07s;0.0193nm;
128981.49s;0.0052nm;
129032.92s;0.0093nm;
129084.35s;0.0231nm;
129135.78s;0.0352nm;
129187.21s;0.0448nm;
129238.64s;0.0512nm;
129290.07s;0.0539nm;
129341.49s;0.0527nm;
129392.92s;0.0477nm;
129444.35s;0.0393nm;
129495.78s;0.0280nm;
129547.21s;0.0147nm;
129598.64s;0.0004nm;
129650.07s;0.0140nm;
129701.49s;0.0274nm;
129752.92s;0.0388nm;
129804.35s;0.0474nm;
129855.78s;0.0526nm;
129907.21s;0.0540nm;
129958.64s;0.0515nm;
130010.07s;0.0453nm;
130061.49s;0.0358nm;
130112.92s;0.0238nm;
130164.35s;0.0100nm;
130215.78s;0.0045nm;
130267.21s;0.0186nm;
130318.64s;0.0314nm;
130370.07s;0.0420nm;
130421.49s;0.0495nm;
130472.92s;0.0535nm;
130524.35s;0.0536nm;
130575.78s;0.0498nm;
130627.21s;0.0425nm;
130678.64s;0.0320nm;
130730.07s;0.0193nm;
130781.49s;0.0052nm;
130832.92s;0.0093nm;
130884.35s;0.0231nm;
130935.78s;0.0352nm;
130987.21s;0.0448nm;
131038.64s;0.0512nm;
131090.07s;0.0539nm;
131141.49s;0.0527nm;
131192.92s;0.0477nm;
131244.35s;0.0393nm;
131295.78s;0.0280nm;
131347.21s;0.0147nm;
131398.64s;0.0004nm;
131450.07s;0.0140nm;
131501.49s;0.0274nm;
131552.92s;0.0388nm;
131604.35s;0.0474nm;
131655.78s;0.0526nm;
131707.21s;0.0540nm;
131758.64s;0.0515nm;
131810.07s;0.0453nm;
131861.49s;0.0358nm;
131912.92s;0.0238nm;
131964.35s;0.0100nm;
132015.78s;0.0045nm;
132067.21s;0.0186nm;
132118.64s;0.0314nm;
132170.07s;0.0420nm;
132221.49s;0.0495nm;
132272.92s;0.0535nm;
132324.35s;0.0536nm;
132375.78s;0.0498nm;
132427.21s;0.0425nm;
132478.64s;0.0320nm;
132530.07s;0.0193nm;
132581.49s;0.0052nm;
132632.92s;0.0093nm;
132684.35s;0.0231nm;
132735.78s;0.0352nm;
132787.21s;0.0448nm;
132838.64s;0.0512nm;
132890.07s;0.0539nm;
132941.49s;0.0527nm;
132992.92s;0.0477nm;
133044.35s;0.0393nm;
133095.78s;0.0280nm;
133147.21s;0.0147nm;
133198.64s;0.0004nm;
133250.07s;0.0140nm;
133301.49s;0.0274nm;
133352.92s;0.0388nm;
133404.35s;0.0474nm;
133455.78s;0.0526nm;
133507.21s;0.0540nm;
133558.64s;0.0515nm;
133610.07s;0.0453nm;
133661.49s;0.0358nm;
133712.92s;0.0238nm;
133764.35s;0.0100nm;
133815.78s;0.0045nm;
133867.21s;0.0186nm;
133918.64s;0.0314nm;
133970.07s;0.0420nm;
134021.49s;0.0495nm;
134072.92s;0.0535nm;
134124.35s;0.0536nm;
134175.78s;0.0498nm;
134227.21s;0.0425nm;
134278.64s;0.0320nm;
134330.07s;0.0193nm;
134381.49s;0.0052nm;
134432.92s;0.0093nm;
134484.35s;0.0231nm;
134535.78s;0.0352nm;
134587.21s;0.0448nm;
134638.64s;0.0512nm;
134690.07s;0.0539nm;
134741.49s;0.0527nm;
134792.92s;0.0477nm;
134844.35s;0.0393nm;
134895.78s;0.0280nm;
134947.21s;0.0147nm;
134998.64s;0.0004nm;
135050.07s;0.0140nm;
135101.49s;0.0274nm;
135152.92s;0.0388nm;
135204.35s;0.0474nm;
135255.78s;0.0526nm;
135307.21s;0.0540nm;
135358.64s;0.0515nm;
135410.07s;0.0453nm;
135461.49s;0.0358nm;
135512.92s;0.0238nm;
135564.35s;0.0100nm;
135615.78s;0.0045nm;
135667.21s;0.0186nm;
135718.64s;0.0314nm;
135770.07s;0.0420nm;
135821.49s;0.0495nm;
135872.92s;0.0535nm;
135924.35s;0.0536nm;
135975.78s;0.0498nm;
136027.21s;0.0425nm;
136078.64s;0.0320nm;
136130.07s;0.0193nm;
136181.49s;0.0052nm;
136232.92s;0.0093nm;
136284.35s;0.0231nm;
136335.78s;0.0352nm;
136387.21s;0.0448nm;
136420.25s;0.0317nm;
